FM1318orthoCBS1513,Scerevisiae
XP_018223806.1,Q03935
XP_018221212.1,P46969
XP_018222844.1,Q3E784
XP_018221615.1,P40567
XP_018221041.1,Q02203
XP_018219372.1,Q12216
XP_018219213.1,P18888
XP_018219870.1,P38921
XP_018221523.1,P40492
XP_018220429.1,Q07798
XP_018221268.1,P47044
XP_018221289.1,P20448
XP_018223253.1,P38323
XP_018218912.1,Q02933
XP_018219056.1,P07263
XP_018222385.1,P49723
XP_018221768.1,Q08119
XP_018223552.1,P32479
XP_018220666.1,P27472
XP_018222066.1,P43637
XP_018222687.1,P32569
XP_018221967.1,P38877
XP_018222765.1,P39000
XP_018224117.1,P22209
XP_018222780.1,P40071
XP_018220292.1,Q04018
XP_018221110.1,P36160
XP_018219805.1,P53507
XP_018220415.1,P32350
XP_018219248.1,P38705
XP_018219591.1,P42846
XP_018223686.1,P13185
XP_018220924.1,P32343
XP_018221675.1,P38925
XP_018222523.1,P22943
XP_018221603.1,P40558
XP_018219972.1,Q04201
XP_018222070.1,P46947
XP_018222533.1,P40965
XP_018221001.1,P36096
XP_018220823.1,Q12745
XP_018219074.1,P32855
XP_018221267.1,P47043
XP_018221252.1,P40359
XP_018218936.1,P62651
XP_018220993.1,P20457
XP_018223669.1,P32917
XP_018219375.1,Q12330
XP_018219610.1,P53830
XP_018218877.1,P26637
XP_018220121.1,Q04728
XP_018221672.1,Q12383
XP_018222690.1,P32481
XP_018220590.1,Q06247
XP_018224025.1,Q04399
XP_018220309.1,P38429
XP_018220228.1,Q03231
XP_018220427.1,Q07799
XP_018224109.1,P39706
XP_018220548.1,P32329
XP_018221708.1,P00330
XP_018222167.1,P43636
XP_018221056.1,P36117
XP_018222177.1,P53173
XP_018219192.1,P0CD91
XP_018219624.1,P41832
XP_018222707.1,P40029
XP_018222861.1,Q07732
XP_018219505.1,P22215
XP_018220080.1,Q04364
XP_018223172.1,P38277
XP_018222644.1,P39968
XP_018220126.1,P54730
XP_018218861.1,P41817
XP_018219737.1,P34166
XP_018223599.1,P0CX48
XP_018221842.1,P38785
XP_018221543.1,P40511
XP_018220932.1,P26793
XP_018221255.1,P40362
XP_018222722.1,P40036
XP_018219753.1,P53916
XP_018222676.1,P24384
XP_018221059.1,P36120
XP_018219005.1,Q02724
XP_018219628.1,P53843
XP_018220570.1,Q12530
XP_018219713.1,P39006
XP_018222010.1,P53064
XP_018221683.1,Q12317
XP_018223839.1,P38992
XP_018222764.1,P25454
XP_018219241.1,P38757
XP_018223550.1,P32788
XP_018219717.1,P53891
XP_018224113.1,P25354
XP_018221218.1,P42943
XP_018223076.1,P38075
XP_018219925.1,P53389
XP_018222785.1,P40073
XP_018221463.1,P40450
XP_018220020.1,P04387
XP_018223610.1,P15180
XP_018223473.1,P38170
XP_018222940.1,P25441
XP_018218990.1,Q02642
XP_018221429.1,P46970
XP_018219440.1,P07807
XP_018220127.1,Q04749
XP_018220859.1,P36015
XP_018221163.1,P46989
XP_018219159.1,Q06469
XP_018220845.1,P36036
XP_018221581.1,P40540
XP_018222216.1,P05030
XP_018224081.1,P32492
XP_018223520.1,P0C268
XP_018221183.1,P32604
XP_018220153.1,Q03148
XP_018221927.1,P32900
XP_018222778.1,P25302
XP_018223577.1,P05316
XP_018222268.1,P50276
XP_018219465.1,P48606
XP_018219428.1,Q99297
XP_018223630.1,Q12298
XP_018222726.1,Q02771
XP_018219356.1,Q12242
XP_018221324.1,P47086
XP_018219036.1,Q12251
XP_018218895.1,Q03002
XP_018219235.1,P38753
XP_018220340.1,Q03557
XP_018218913.1,Q02939
XP_018219388.1,Q12123
XP_018221714.1,Q08236
XP_018218903.1,P19516
XP_018220482.1,Q12035
XP_018222889.1,Q12046
XP_018220716.1,P41697
XP_018223062.1,Q12165
XP_018222895.1,Q07622
XP_018223587.1,Q12488
XP_018221898.1,P38824
XP_018220188.1,P40207
XP_018223271.1,P38143
XP_018222290.1,P53250
XP_018222294.1,P12686
XP_018223337.1,P25580
XP_018221137.1,P40897
XP_018222269.1,P53236
XP_018223515.1,P38195
XP_018220965.1,P36083
XP_018224021.1,Q04383
XP_018222881.1,Q12328
XP_018219051.1,Q12079
XP_018220640.1,Q05955
XP_018224055.1,P27825
XP_018221843.1,P38786
XP_018223745.1,Q04006
XP_018221493.1,P40468
XP_018219547.1,Q08826
XP_018221480.1,Q00578
XP_018220295.1,Q04781
XP_018221628.1,P21657
XP_018218814.1,P40350
XP_018222996.1,Q07508
XP_018221710.1,Q12292
XP_018221272.1,P47046
XP_018223878.1,P52918
XP_018223180.1,P38279
XP_018218977.1,Q02804
XP_018223912.1,P32839
XP_018223778.1,P39081
XP_018220289.1,Q04013
XP_018221173.1,P08525
XP_018223246.1,P38316
XP_018222922.1,Q12515
XP_018218811.1,Q12132
XP_018223554.1,P38210
XP_018223842.1,P32264
XP_018219067.1,Q12262
XP_018221786.1,Q12001
XP_018219168.1,P18408
XP_018222387.1,P53299
XP_018223119.1,P18759
XP_018218826.1,P21560
XP_018221709.1,Q12252
XP_018219746.1,P20081
XP_018220694.1,P32502
XP_018223001.1,Q12690
XP_018220062.1,P50107
XP_018222329.1,P40260
XP_018222663.1,P40006
XP_018219984.1,Q04516
XP_018222744.1,P40048
XP_018221225.1,P42950
XP_018222397.1,P16451
XP_018221875.1,P38714
XP_018219286.1,P50275
XP_018221755.1,Q08199
XP_018223879.1,Q05473
XP_018219872.1,P33309
XP_018224118.1,P27636
XP_018221869.1,P38803
XP_018222846.1,P40099
XP_018222156.1,P53157
XP_018221688.1,Q12239
XP_018219782.1,P53933
XP_018222366.1,P53289
XP_018222451.1,P53317
XP_018223512.1,P34216
XP_018222260.1,P32338
XP_018221626.1,P07266
XP_018220136.1,Q04272
XP_018220490.1,P54964
XP_018220682.1,Q06218
XP_018220797.1,Q06685
XP_018223175.1,P38278
XP_018221279.1,P32806
XP_018219763.1,P30952
XP_018222862.1,Q07729
XP_018221782.1,Q12006
XP_018222652.1,O74700
XP_018222894.1,Q12443
XP_018222466.1,P40325
XP_018222916.1,Q12477
XP_018222389.1,P19812
XP_018224022.1,P19358
XP_018219549.1,Q08831
XP_018223169.1,P20486
XP_018222417.1,P53047
XP_018218969.1,P54115
XP_018222182.1,P53179
XP_018219529.1,P52492
XP_018220209.1,Q03823
XP_018221804.1,P04076
XP_018221408.1,P03965
XP_018220222.1,P01094
XP_018218828.1,Q08963
XP_018220332.1,Q03264
XP_018219234.1,P38703
XP_018223012.1,P14066
XP_018221932.1,P38850
XP_018219933.1,P53750
XP_018222884.1,Q12310
XP_018221111.1,P36161
XP_018220647.1,Q06001
XP_018223559.1,P35195
XP_018219705.1,P53878
XP_018220298.1,Q05827
XP_018219232.1,P38751
XP_018223186.1,P33312
XP_018219655.1,P13134
XP_018220160.1,P18961
XP_018220862.1,P32463
XP_018220168.1,Q99278
XP_018221018.1,P36104
XP_018222141.1,P21827
XP_018223260.1,P38328
XP_018220138.1,P24280
XP_018223043.1,Q07349
XP_018219555.1,Q08844
XP_018220452.1,Q07950
XP_018220539.1,P38013
XP_018222754.1,P39965
XP_018223412.1,P0CY09
XP_018221492.1,P40467
XP_018222564.1,P39692
XP_018220551.1,Q12288
XP_018223189.1,P38284
XP_018220328.1,P23797
XP_018223094.1,P38079
XP_018223956.1,Q04066
XP_018221980.1,P38887
XP_018219214.1,P38741
XP_018221026.1,P33202
XP_018219856.1,P53974
XP_018223506.1,P34221
XP_018221187.1,P47005
XP_018222682.1,P40014
XP_018222254.1,P31787
XP_018222868.1,Q99380
XP_018220750.1,Q05924
XP_018220230.1,P39926
XP_018223269.1,P38331
XP_018219310.1,Q12324
XP_018220485.1,Q12202
XP_018222011.1,P53065
XP_018222201.1,P53191
XP_018220266.1,Q03660
XP_018221988.1,P38892
XP_018220841.1,Q3E769
XP_018220223.1,Q03214
XP_018220095.1,Q05123
XP_018220738.1,Q06142
XP_018221144.1,P32525
XP_018219886.1,P53720
XP_018219891.1,P53722
XP_018220525.1,Q12072
XP_018220987.1,P35734
XP_018222977.1,Q12103
XP_018221024.1,P33203
XP_018219076.1,Q99177
XP_018220348.1,P40416
XP_018223715.1,P50106
XP_018223648.1,P38958
XP_018219093.1,Q06815
XP_018221098.1,P36149
XP_018223868.1,Q06679
XP_018222945.1,P53622
XP_018222986.1,Q12154
XP_018224062.1,P39722
XP_018222830.1,P32660
XP_018220310.1,P38428
XP_018220781.1,P18634
XP_018221351.1,P21373
XP_018219143.1,Q06508
XP_018222348.1,P53285
XP_018222031.1,P53080
XP_018219809.1,P53616
XP_018219521.1,P33328
XP_018223295.1,P36532
XP_018220623.1,Q05788
XP_018222621.1,P37303
XP_018220996.1,P36095
XP_018219580.1,P42840
XP_018222723.1,P00498
XP_018223312.1,P37302
XP_018219401.1,Q08561
XP_018223738.1,Q03981
XP_018219333.1,P41696
XP_018222500.1,P43562
XP_018221164.1,P46990
XP_018220041.1,P51998
XP_018221234.1,P40309
XP_018223976.1,Q04119
XP_018221667.1,Q08269
XP_018223958.1,P32898
XP_018218946.1,Q02896
XP_018221371.1,P40348
XP_018221975.1,P38885
XP_018224013.1,Q03429
XP_018220639.1,Q05949
XP_018220806.1,O13563
XP_018219694.1,P53870
XP_018223080.1,P38077
XP_018219873.1,P00890
XP_018220203.1,Q03790
XP_018222459.1,P53322
XP_018220744.1,P15019
XP_018220671.1,P0C0X0
XP_018221504.1,Q00245
XP_018222990.1,P33775
XP_018221359.1,P47115
XP_018221889.1,P32468
XP_018221538.1,P40508
XP_018221929.1,P38849
XP_018218987.1,P48526
XP_018222715.1,Q6Q560
XP_018220596.1,Q06252
XP_018219485.1,Q12481
XP_018219341.1,P07274
XP_018222709.1,P40030
XP_018220954.1,P35201
XP_018223831.1,Q05541
XP_018222231.1,P40357
XP_018223810.1,Q12086
XP_018224095.1,P31378
XP_018222426.1,P50079
XP_018219906.1,P53732
XP_018218894.1,P05744
XP_018222410.1,P42939
XP_018219801.1,P32047
XP_018221079.1,P25293
XP_018223642.1,P38956
XP_018220592.1,P33322
XP_018219052.1,Q12028
XP_018219894.1,P53725
XP_018222293.1,P12754
XP_018220734.1,P38631
XP_018220504.1,Q08004
XP_018219416.1,P29461
XP_018223807.1,Q12379
XP_018223532.1,P38201
XP_018221564.1,P39014
XP_018220900.1,P36060
XP_018220668.1,Q06147
XP_018222054.1,P53096
XP_018221679.1,P22148
XP_018219636.1,P38717
XP_018218979.1,Q03063
XP_018221933.1,P38851
XP_018222661.1,P40005
XP_018224016.1,Q04373
XP_018223690.1,Q04629
XP_018223509.1,P34217
XP_018221545.1,P40512
XP_018220420.1,Q12431
XP_018220246.1,Q01649
XP_018222537.1,P34077
XP_018222450.1,P53316
XP_018219890.1,P53629
XP_018219869.1,P38922
XP_018220908.1,P33421
XP_018221691.1,P30606
XP_018223048.1,Q03465
XP_018220145.1,Q04301
XP_018219089.1,P40347
XP_018220670.1,P14291
XP_018222513.1,P43571
XP_018222226.1,P53203
XP_018223053.1,Q99190
XP_018223882.1,Q05498
XP_018219185.1,Q06628
XP_018219483.1,Q12305
XP_018221461.1,P40449
XP_018220465.1,Q07979
XP_018221735.1,Q08225
XP_018224065.1,Q3E793
XP_018219904.1,Q3E841
XP_018222135.1,P02406
XP_018221143.1,P32524
XP_018219087.1,Q12321
XP_018223818.1,Q05610
XP_018219014.1,Q12297
XP_018222620.1,P32614
XP_018220359.1,P41818
XP_018223382.1,P08679
XP_018222640.1,P39992
XP_018222211.1,P12383
XP_018222805.1,P40084
XP_018221047.1,Q02209
XP_018221398.1,P35127
XP_018223997.1,Q03362
XP_018223258.1,P38151
XP_018220158.1,Q03175
XP_018223696.1,Q03900
XP_018223595.1,Q12084
XP_018222910.1,P48568
XP_018222656.1,P40001
XP_018219405.1,P32773
XP_018223598.1,P07284
XP_018222127.1,P53040
XP_018219535.1,P12689
XP_018218810.1,P19097
XP_018220771.1,P11325
XP_018219908.1,P53734
XP_018223829.1,Q05530
XP_018222024.1,P53076
XP_018222137.1,P53011
XP_018222616.1,P32610
XP_018219338.1,Q12108
XP_018221147.1,P39538
XP_018223375.1,P25578
XP_018219955.1,Q03210
XP_018223703.1,Q03921
XP_018219245.1,P10614
XP_018222951.1,Q12300
XP_018223297.1,P38346
XP_018223911.1,Q2V2P8
XP_018220320.1,P50111
XP_018223612.1,Q03201
XP_018219586.1,P42842
XP_018219330.1,Q12415
XP_018220618.1,P32344
XP_018219424.1,Q12234
XP_018221338.1,Q02772
XP_018221529.1,P40498
XP_018220096.1,Q05131
XP_018223347.1,P25569
XP_018224099.1,P18409
XP_018221396.1,P47138
XP_018220486.1,P38915
XP_018219007.1,Q02732
XP_018221906.1,P38832
XP_018221106.1,P36157
XP_018220170.1,Q04471
XP_018220711.1,Q06159
XP_018223244.1,Q01448
XP_018223614.1,Q03125
XP_018220802.1,Q06696
XP_018223923.1,Q04162
XP_018220829.1,Q06205
XP_018224085.1,P10962
XP_018222474.1,P53332
XP_018218907.1,Q02457
XP_018219274.1,P12611
XP_018221161.1,P22135
XP_018220031.1,Q03705
XP_018220036.1,Q03713
XP_018219364.1,Q02521
XP_018221974.1,P38884
XP_018223895.1,Q06333
XP_018219347.1,P21264
XP_018221656.1,Q08285
XP_018220345.1,Q03579
XP_018222891.1,Q12315
XP_018220098.1,P23748
XP_018223626.1,Q99220
XP_018221261.1,P40367
XP_018223907.1,Q06350
XP_018220652.1,Q06543
XP_018219059.1,P41807
XP_018220423.1,P33750
XP_018218923.1,P00812
XP_018222349.1,P53286
XP_018219363.1,Q12171
XP_018219294.1,P07143
XP_018219617.1,P53835
XP_018223240.1,P38313
XP_018223837.1,Q06629
XP_018221281.1,P43638
XP_018221847.1,P38789
XP_018222689.1,P40017
XP_018219887.1,Q00955
XP_018223555.1,P33200
XP_018219404.1,Q08580
XP_018221484.1,P40414
XP_018219851.1,Q8TGJ3
XP_018223613.1,Q03205
XP_018220903.1,P36062
XP_018219124.1,Q06109
XP_018220729.1,P32499
XP_018223569.1,P00817
XP_018220882.1,P36003
XP_018222831.1,P33306
XP_018218879.1,Q99299
XP_018223082.1,P38225
XP_018221374.1,P47122
XP_018223774.1,P02293
XP_018220291.1,P20107
XP_018221692.1,Q12272
XP_018219961.1,P46963
XP_018223058.1,Q2V2Q0
XP_018220038.1,P34760
XP_018220831.1,P08638
XP_018223670.1,Q03868
XP_018220547.1,Q99176
XP_018221617.1,P38637
XP_018222993.1,Q12229
XP_018219229.1,P38749
XP_018219073.1,P41808
XP_018222740.1,P40046
XP_018219791.1,P39013
XP_018221551.1,P40515
XP_018220181.1,Q04216
XP_018220260.1,Q03653
XP_018221851.1,P38793
XP_018221326.1,P47088
XP_018219430.1,P20436
XP_018222693.1,P39943
XP_018223636.1,Q12454
XP_018222166.1,P53165
XP_018220523.1,Q12255
XP_018220736.1,Q06137
XP_018223215.1,P38299
XP_018219953.1,P32340
XP_018223641.1,P38954
XP_018222768.1,P33296
XP_018220878.1,P34240
XP_018220211.1,Q12674
XP_018221558.1,P41277
XP_018222671.1,P33332
XP_018223171.1,P38276
XP_018223143.1,P38264
XP_018223038.1,Q12069
XP_018223530.1,P18239
XP_018219298.1,Q08484
XP_018221725.1,P32607
XP_018219738.1,P53907
XP_018220408.1,Q07824
XP_018222815.1,P40091
XP_018220563.1,Q99271
XP_018222178.1,P53177
XP_018223743.1,Q04004
XP_018222023.1,P53075
XP_018220749.1,Q05919
XP_018222158.1,P20447
XP_018219551.1,P06103
XP_018220432.1,Q07794
XP_018222193.1,P32781
XP_018222071.1,P22147
XP_018223726.1,P06101
XP_018223894.1,P32380
XP_018221860.1,P38798
XP_018222162.1,P22149
XP_018220239.1,Q04322
XP_018223159.1,P32367
XP_018219242.1,P08539
XP_018221642.1,P40581
XP_018222186.1,P05373
XP_018223026.1,P33333
XP_018223791.1,P23394
XP_018219867.1,P41318
XP_018223657.1,P35178
XP_018222251.1,P05743
XP_018223110.1,P38242
XP_018220866.1,P34230
XP_018223597.1,Q12421
XP_018221836.1,P0CX81
XP_018219896.1,P53728
XP_018219488.1,P22082
XP_018222766.1,P39967
XP_018219479.1,Q99369
XP_018218823.1,Q08966
XP_018221582.1,P40541
XP_018218809.1,P32867
XP_018220842.1,Q08909
XP_018220555.1,Q12436
XP_018220925.1,P32342
XP_018219408.1,Q08601
XP_018223004.1,P32419
XP_018222458.1,P07276
XP_018218851.1,Q06892
XP_018220367.1,Q04894
XP_018220985.1,P35732
XP_018221800.1,Q02805
XP_018219020.1,Q12089
XP_018221473.1,P32354
XP_018221717.1,Q12387
XP_018222554.1,P43599
XP_018222788.1,P38682
XP_018221508.1,P40478
XP_018219006.1,Q02725
XP_018218904.1,P26321
XP_018223785.1,Q03776
XP_018220122.1,Q04734
XP_018218872.1,Q12529
XP_018221663.1,Q08278
XP_018221984.1,P38889
XP_018222279.1,P53243
XP_018219459.1,Q08702
XP_018219742.1,P0C074
XP_018220030.1,Q03703
XP_018223678.1,Q04598
XP_018219691.1,P40167
XP_018223746.1,Q04007
XP_018219176.1,P24482
XP_018222893.1,P28789
XP_018221481.1,P39076
XP_018221951.1,P38863
XP_018219268.1,P32854
XP_018220947.1,P28319
XP_018221600.1,P40556
XP_018224073.1,P39728
XP_018220047.1,Q03723
XP_018220706.1,Q06702
XP_018221971.1,P38881
XP_018220084.1,Q02159
XP_018221633.1,Q04895
XP_018218883.1,P07267
XP_018222806.1,P40085
XP_018222971.1,Q07532
XP_018223285.1,P38336
XP_018220601.1,P49166
XP_018221500.1,P40473
XP_018220186.1,Q04225
XP_018222921.1,P32891
XP_018223754.1,P14905
XP_018221550.1,P21672
XP_018222727.1,P40038
XP_018222089.1,P50113
XP_018219008.1,Q02733
XP_018220116.1,P04710
XP_018220004.1,Q04651
XP_018222364.1,P48240
XP_018219173.1,Q06608
XP_018222390.1,P36421
XP_018219427.1,Q12283
XP_018223291.1,P37292
XP_018222075.1,P32579
XP_018219647.1,P53853
XP_018221160.1,P46987
XP_018220858.1,P24004
XP_018219313.1,Q12000
XP_018219857.1,P53975
XP_018219993.1,Q03630
XP_018218910.1,Q02932
XP_018222700.1,P40023
XP_018223763.1,P38994
XP_018223185.1,P38282
XP_018224009.1,P40960
XP_018218831.1,P38688
XP_018219950.1,P09734
XP_018220468.1,P40500
XP_018222363.1,P05374
XP_018223332.1,Q96VH5
XP_018220023.1,Q04697
XP_018221108.1,P36159
XP_018223471.1,P07251
XP_018221016.1,P29703
XP_018221276.1,P47050
XP_018223928.1,P06844
XP_018219011.1,Q02606
XP_018221355.1,P47113
XP_018222220.1,P53196
XP_018218847.1,Q08930
XP_018221514.1,P40433
XP_018224008.1,Q99258
XP_018222469.1,Q3E705
XP_018223205.1,P32909
XP_018220107.1,Q02630
XP_018220794.1,Q06070
XP_018221918.1,P13130
XP_018221884.1,P38692
XP_018222102.1,P53121
XP_018220720.1,Q06169
XP_018224000.1,Q03370
XP_018220978.1,P35727
XP_018218845.1,Q08932
XP_018222434.1,P39676
XP_018223138.1,P38261
XP_018220085.1,P32559
XP_018223483.1,P38177
XP_018221799.1,P32606
XP_018222091.1,P53114
XP_018219490.1,Q08743
XP_018223106.1,P38082
XP_018223698.1,P39109
XP_018220169.1,Q12676
XP_018222843.1,P32645
XP_018220616.1,Q05779
XP_018221099.1,P36150
XP_018222963.1,Q04344
XP_018223330.1,P25586
XP_018223646.1,Q01589
XP_018221022.1,P34241
XP_018221748.1,Q01855
XP_018220648.1,Q06005
XP_018222517.1,P43574
XP_018219556.1,Q08873
XP_018219577.1,P42838
XP_018220514.1,Q12465
XP_018220409.1,Q07821
XP_018223981.1,Q03281
XP_018223272.1,P38144
XP_018221188.1,P47006
XP_018223536.1,P38203
XP_018220173.1,Q04487
XP_018224121.1,P39547
XP_018223278.1,P33759
XP_018222573.1,P43609
XP_018222525.1,P43580
XP_018222228.1,P33411
XP_018222638.1,P39991
XP_018220100.1,P40202
XP_018219630.1,P53845
XP_018221180.1,P47001
XP_018223073.1,P13045
XP_018223898.1,Q06338
XP_018219919.1,P38999
XP_018219462.1,Q08723
XP_018220631.1,P53691
XP_018221312.1,P47082
XP_018222645.1,P39998
XP_018221415.1,P47153
XP_018220769.1,Q06705
XP_018219281.1,Q08421
XP_018222119.1,P53130
XP_018223873.1,Q06682
XP_018221756.1,Q08193
XP_018221826.1,P16603
XP_018219394.1,Q08553
XP_018222662.1,P33767
XP_018219188.1,Q06580
XP_018219293.1,Q08465
XP_018221023.1,P33204
XP_018220992.1,P36091
XP_018223955.1,Q04062
XP_018219722.1,P53894
XP_018223239.1,P38312
XP_018223574.1,P08431
XP_018223404.1,P25623
XP_018222624.1,P32621
XP_018223712.1,Q03768
XP_018221033.1,P36107
XP_018224003.1,Q03375
XP_018220755.1,Q05926
XP_018220520.1,P39102
XP_018219767.1,P40312
XP_018220636.1,P39520
XP_018222619.1,P32613
XP_018223546.1,P32316
XP_018220500.1,Q07993
XP_018221327.1,P47089
XP_018219154.1,Q06537
XP_018220983.1,P35691
XP_018219261.1,P40917
XP_018221845.1,P38788
XP_018222801.1,P39958
XP_018223975.1,Q04116
XP_018220335.1,P49955
XP_018222505.1,P43563
XP_018219960.1,P13483
XP_018222103.1,P53122
XP_018219004.1,Q02710
XP_018223973.1,Q02354
XP_018223222.1,P38127
XP_018222917.1,P46681
XP_018223305.1,P38351
XP_018222872.1,P09932
XP_018221902.1,P25846
XP_018219743.1,P17555
XP_018219426.1,Q12044
XP_018220499.1,P25039
XP_018222716.1,P40032
XP_018224033.1,Q12034
XP_018221978.1,P38698
XP_018220747.1,Q06488
XP_018219029.1,Q01766
XP_018220960.1,P36080
XP_018223836.1,Q05567
XP_018219326.1,Q12241
XP_018223606.1,Q12117
XP_018223812.1,Q05568
XP_018221141.1,P39526
XP_018219864.1,P53982
XP_018223903.1,Q06344
XP_018220341.1,P36224
XP_018219812.1,P53944
XP_018220355.1,P22146
XP_018220582.1,P10507
XP_018222789.1,P39962
XP_018218954.1,P05626
XP_018220074.1,Q03690
XP_018222908.1,Q05672
XP_018222516.1,P15625
XP_018223224.1,P38305
XP_018219158.1,Q06466
XP_018223104.1,P38083
XP_018222814.1,P13393
XP_018222370.1,P53292
XP_018222280.1,P53244
XP_018219893.1,P53628
XP_018219830.1,P53958
XP_018223982.1,Q03289
XP_018220701.1,Q05905
XP_018223531.1,Q3E756
XP_018223890.1,P42223
XP_018220907.1,P35719
XP_018220917.1,P36001
XP_018220703.1,P19414
XP_018221434.1,P47168
XP_018219751.1,P17898
XP_018221497.1,P20967
XP_018219905.1,P53731
XP_018223578.1,P38218
XP_018218874.1,Q12254
XP_018222098.1,P30775
XP_018220843.1,P36035
XP_018221336.1,P47103
XP_018219963.1,P49017
XP_018221466.1,Q2V2P4
XP_018222779.1,P40070
XP_018222043.1,P22137
XP_018223790.1,Q03782
XP_018219911.1,P32378
XP_018220466.1,Q12078
XP_018221495.1,P40470
XP_018221834.1,P00427
XP_018221549.1,P40514
XP_018219480.1,Q12017
XP_018221204.1,P12685
XP_018222136.1,P53144
XP_018219829.1,P53633
XP_018222067.1,P39016
XP_018219682.1,P40159
XP_018222165.1,P53164
XP_018222230.1,P16965
XP_018221401.1,P47142
XP_018218854.1,Q08925
XP_018219970.1,P52593
XP_018221000.1,P32861
XP_018222331.1,P53043
XP_018223915.1,Q06407
XP_018223766.1,Q12151
XP_018221721.1,Q08230
XP_018221058.1,P36119
XP_018219496.1,Q08750
XP_018222398.1,P42826
XP_018220772.1,Q12749
XP_018221383.1,P47130
XP_018220591.1,P41939
XP_018220238.1,P42933
XP_018219725.1,P53896
XP_018220436.1,Q07904
XP_018220991.1,P36090
XP_018221468.1,P32191
XP_018220657.1,P38623
XP_018219369.1,P33302
XP_018220111.1,Q12177
XP_018220255.1,P32874
XP_018221265.1,P47041
XP_018219589.1,P42844
XP_018222015.1,P33307
XP_018223409.1,P25359
XP_018220302.1,P10174
XP_018221923.1,P06773
XP_018223190.1,P38285
XP_018219640.1,P53851
XP_018219635.1,P53847
XP_018218860.1,Q08920
XP_018222188.1,P31755
XP_018219884.1,P27514
XP_018220461.1,P54113
XP_018220617.1,P32335
XP_018221298.1,P47068
XP_018223020.1,P25386
XP_018220164.1,P07342
XP_018219576.1,P42837
XP_018222498.1,P43560
XP_018223872.1,P28795
XP_018219629.1,P53844
XP_018220571.1,Q12455
XP_018219761.1,P53923
XP_018221713.1,Q08237
XP_018221940.1,P38857
XP_018222351.1,P32318
XP_018221862.1,P32361
XP_018221165.1,P32591
XP_018224042.1,Q04418
XP_018219683.1,P40160
XP_018220035.1,P32500
XP_018220788.1,P35817
XP_018222784.1,P0CX42
XP_018220021.1,Q04689
XP_018223904.1,Q06346
XP_018223368.1,Q8J0M4
XP_018221453.1,P53757
XP_018219441.1,P35843
XP_018222334.1,P53274
XP_018223243.1,P38314
XP_018219695.1,P08004
XP_018219967.1,P13298
XP_018223362.1,Q96VH3
XP_018219373.1,P25043
XP_018219772.1,P06208
XP_018218935.1,P48527
XP_018222225.1,P53202
XP_018220018.1,Q04978
XP_018221270.1,P40335
XP_018219981.1,P23639
XP_018222399.1,P46948
XP_018219882.1,P20095
XP_018219278.1,Q02794
XP_018221964.1,P38875
XP_018222093.1,P28777
XP_018220360.1,Q04868
XP_018224002.1,P11491
XP_018220297.1,Q04806
XP_018219475.1,Q12033
XP_018223275.1,P33734
XP_018222249.1,P40989
XP_018223758.1,Q03956
XP_018220938.1,Q01802
XP_018222300.1,P53253
XP_018219788.1,P48231
XP_018221817.1,P38690
XP_018222040.1,P53035
XP_018222212.1,P25340
XP_018218988.1,Q03080
XP_018219075.1,Q12004
XP_018221178.1,P46998
XP_018221179.1,P46999
XP_018219987.1,Q04526
XP_018222997.1,Q07505
XP_018218876.1,P39011
XP_018221104.1,P36155
XP_018219954.1,Q03208
XP_018224098.1,P31376
XP_018219600.1,P48563
XP_018220055.1,Q04231
XP_018220003.1,Q04638
XP_018223933.1,Q04177
XP_018221244.1,P47031
XP_018220558.1,P20485
XP_018219974.1,P05085
XP_018223684.1,P15565
XP_018222328.1,P53271
XP_018220790.1,P32432
XP_018219921.1,P39008
XP_018221726.1,Q12362
XP_018220106.1,Q04213
XP_018223676.1,P52892
XP_018223497.1,P38187
XP_018221754.1,Q08202
XP_018219396.1,Q12446
XP_018221124.1,Q3E833
XP_018220443.1,Q07923
XP_018222181.1,P53178
XP_018218986.1,Q03079
XP_018222430.1,P50084
XP_018222161.1,P10961
XP_018221819.1,P38769
XP_018223114.1,P38244
XP_018222467.1,P40340
XP_018223021.1,Q07379
XP_018221802.1,P32793
XP_018221064.1,P36124
XP_018218807.1,P32842
XP_018220786.1,P32794
XP_018219721.1,P0CX28
XP_018221471.1,P40455
XP_018219660.1,P53859
XP_018223645.1,P38953
XP_018222116.1,P53129
XP_018222420.1,P53306
XP_018222681.1,P39925
XP_018219528.1,Q99326
XP_018219735.1,P53905
XP_018223731.1,P05453
XP_018222775.1,P40066
XP_018220545.1,Q12309
XP_018219847.1,P53966
XP_018222950.1,P04050
XP_018222556.1,P43601
XP_018218868.1,Q99257
XP_018218881.1,Q12498
XP_018223003.1,Q07471
XP_018223013.1,P07255
XP_018222567.1,P43607
XP_018219289.1,P19454
XP_018223388.1,P00560
XP_018219714.1,P53889
XP_018219588.1,P42843
XP_018219466.1,P38969
XP_018221068.1,P69771
XP_018219156.1,Q12374
XP_018220873.1,P32895
XP_018218914.1,P32489
XP_018220863.1,P32461
XP_018219741.1,P53552
XP_018220867.1,P34231
XP_018222202.1,P39007
XP_018222594.1,P43623
XP_018220975.1,P35724
XP_018223927.1,Q04170
XP_018219233.1,P32902
XP_018219370.1,Q12232
XP_018220216.1,P40969
XP_018222013.1,P53067
XP_018223095.1,P19735
XP_018219226.1,P38709
XP_018222763.1,P25451
